5.52447650e+09,1.40840481e+01,4.22894440e+03,1.47533574e+03,1.73871209e+03,1.13728817e+03,1.61497416e+03,1.51135476e+02,2.37062431e+04,2.20119601e+03,3.45310783e+03,3.47531596e+03,5.79892195e+03,3.11835161e+03,2.47322108e+03,1.15077508e+04,1.74117243e+05,6.13502577e+03,1.25825563e+03,1.81987495e+03,7.21753032e+03,5.47854872e+02,6.12978455e+02,3.68892012e+03,6.77638099e+02,4.49171602e+02,7.29352637e+02,3.78179756e+02,1.61485363e+03,5.64234692e+02,2.42777565e+03,6.66574991e+02,3.77000000e+03,2.89050896e+03,1.29409553e+03,5.68630682e+02,5.40207723e+02,1.28315905e+03,5.89219081e+01,5.16137186e+02,3.32899481e+03,2.24222737e+04,1.09341982e+02,8.49208066e+02,7.96488595e+02,4.08654599e+02,2.00090270e+02,5.46382868e+02,1.06275740e+03,1.03174830e+03,5.03863708e+02,6.94963713e+02,7.33085018e+03,8.14777809e+02,4.75437798e+03,2.03241118e+04,6.31123971e+02,2.32118004e+02,1.56890637e+03,1.67906033e+03,9.84355247e+01,9.99503118e+02,1.23979240e+03,5.28467226e+02,0
5.52447650e+09,1.40840481e+01,4.22894440e+03,1.47533574e+03,1.73871209e+03,1.13728817e+03,1.61497416e+03,1.51135476e+02,2.37062431e+04,2.20119601e+03,3.45310783e+03,3.47531596e+03,5.79892195e+03,3.11835161e+03,2.47322108e+03,1.15077508e+04,1.74117243e+05,6.13502577e+03,1.25825563e+03,1.81987495e+03,7.21753032e+03,5.47854872e+02,6.12978455e+02,3.68892012e+03,6.77638099e+02,4.49171602e+02,7.29352637e+02,3.78179756e+02,1.61485363e+03,5.64234692e+02,2.42777565e+03,6.66574991e+02,3.77000000e+03,2.89050896e+03,1.29409553e+03,5.68630682e+02,5.40207723e+02,1.28315905e+03,5.89219081e+01,5.16137186e+02,3.32899481e+03,2.24222737e+04,1.09341982e+02,8.49208066e+02,7.96488595e+02,4.08654599e+02,2.00090270e+02,5.46382868e+02,1.06275740e+03,1.03174830e+03,5.03863708e+02,6.94963713e+02,7.33085018e+03,8.14777809e+02,4.75437798e+03,2.03241118e+04,6.31123971e+02,2.32118004e+02,1.56890637e+03,1.67906033e+03,9.84355247e+01,9.99503118e+02,1.23979240e+03,5.28467226e+02,0
5.52447650e+09,1.40840481e+01,4.22894440e+03,1.47533574e+03,1.73871209e+03,1.13728817e+03,1.61497416e+03,1.51135476e+02,2.37062431e+04,2.20119601e+03,3.45310783e+03,3.47531596e+03,5.79892195e+03,3.11835161e+03,2.47322108e+03,1.15077508e+04,1.74117243e+05,6.13502577e+03,1.25825563e+03,1.81987495e+03,7.21753032e+03,5.47854872e+02,6.12978455e+02,3.68892012e+03,6.77638099e+02,4.49171602e+02,7.29352637e+02,3.78179756e+02,1.61485363e+03,5.64234692e+02,2.42777565e+03,6.66574991e+02,3.77000000e+03,2.89050896e+03,1.29409553e+03,5.68630682e+02,5.40207723e+02,1.28315905e+03,5.89219081e+01,5.16137186e+02,3.32899481e+03,2.24222737e+04,1.09341982e+02,8.49208066e+02,7.96488595e+02,4.08654599e+02,2.00090270e+02,5.46382868e+02,1.06275740e+03,1.03174830e+03,5.03863708e+02,6.94963713e+02,7.33085018e+03,8.14777809e+02,4.75437798e+03,2.03241118e+04,6.31123971e+02,2.32118004e+02,1.56890637e+03,1.67906033e+03,9.84355247e+01,9.99503118e+02,1.23979240e+03,5.28467226e+02,0
5.52720980e+09,2.69402019e+03,2.81504735e+03,2.23034160e+02,3.46467275e+02,7.79392900e+02,1.94355012e+03,3.86661162e+03,1.98042734e+04,3.70532488e+03,5.03879515e+03,4.51447525e+03,5.30177991e+03,1.01579851e+04,3.87166391e+04,1.31757029e+05,4.12131808e+04,7.53099107e+03,5.52827524e+02,3.63332004e+02,1.53692434e+03,2.00573253e+02,1.40327510e+02,1.18813054e+02,6.14715015e+02,9.35822802e+02,3.42265164e+02,1.88046840e+03,3.72890628e+03,1.20511091e+02,4.98547873e+03,1.06812928e+03,1.41200000e+03,1.03872470e+03,1.04616106e+02,7.58077413e+02,1.46934457e+03,6.40899923e+02,6.34631687e+02,4.09196562e+01,3.57601888e+02,2.17219755e+03,9.76558953e+03,2.91816870e+03,6.00124815e+03,1.87319885e+02,4.52952543e+02,9.70434352e+02,1.25881922e+03,2.26384530e+03,7.75226307e+01,4.07858297e+02,5.44852841e+03,1.22772771e+03,8.84298887e+02,2.38253853e+03,1.15114097e+04,1.28143764e+03,8.83269243e+02,3.61662918e+03,2.30801068e+02,1.53062793e+03,4.38188762e+02,1.92607877e+03,0
5.52720980e+09,2.69402019e+03,2.81504735e+03,2.23034160e+02,3.46467275e+02,7.79392900e+02,1.94355012e+03,3.86661162e+03,1.98042734e+04,3.70532488e+03,5.03879515e+03,4.51447525e+03,5.30177991e+03,1.01579851e+04,3.87166391e+04,1.31757029e+05,4.12131808e+04,7.53099107e+03,5.52827524e+02,3.63332004e+02,1.53692434e+03,2.00573253e+02,1.40327510e+02,1.18813054e+02,6.14715015e+02,9.35822802e+02,3.42265164e+02,1.88046840e+03,3.72890628e+03,1.20511091e+02,4.98547873e+03,1.06812928e+03,1.41200000e+03,1.03872470e+03,1.04616106e+02,7.58077413e+02,1.46934457e+03,6.40899923e+02,6.34631687e+02,4.09196562e+01,3.57601888e+02,2.17219755e+03,9.76558953e+03,2.91816870e+03,6.00124815e+03,1.87319885e+02,4.52952543e+02,9.70434352e+02,1.25881922e+03,2.26384530e+03,7.75226307e+01,4.07858297e+02,5.44852841e+03,1.22772771e+03,8.84298887e+02,2.38253853e+03,1.15114097e+04,1.28143764e+03,8.83269243e+02,3.61662918e+03,2.30801068e+02,1.53062793e+03,4.38188762e+02,1.92607877e+03,0
5.52720980e+09,2.69402019e+03,2.81504735e+03,2.23034160e+02,3.46467275e+02,7.79392900e+02,1.94355012e+03,3.86661162e+03,1.98042734e+04,3.70532488e+03,5.03879515e+03,4.51447525e+03,5.30177991e+03,1.01579851e+04,3.87166391e+04,1.31757029e+05,4.12131808e+04,7.53099107e+03,5.52827524e+02,3.63332004e+02,1.53692434e+03,2.00573253e+02,1.40327510e+02,1.18813054e+02,6.14715015e+02,9.35822802e+02,3.42265164e+02,1.88046840e+03,3.72890628e+03,1.20511091e+02,4.98547873e+03,1.06812928e+03,1.41200000e+03,1.03872470e+03,1.04616106e+02,7.58077413e+02,1.46934457e+03,6.40899923e+02,6.34631687e+02,4.09196562e+01,3.57601888e+02,2.17219755e+03,9.76558953e+03,2.91816870e+03,6.00124815e+03,1.87319885e+02,4.52952543e+02,9.70434352e+02,1.25881922e+03,2.26384530e+03,7.75226307e+01,4.07858297e+02,5.44852841e+03,1.22772771e+03,8.84298887e+02,2.38253853e+03,1.15114097e+04,1.28143764e+03,8.83269243e+02,3.61662918e+03,2.30801068e+02,1.53062793e+03,4.38188762e+02,1.92607877e+03,0
5.52720980e+09,2.69402019e+03,2.81504735e+03,2.23034160e+02,3.46467275e+02,7.79392900e+02,1.94355012e+03,3.86661162e+03,1.98042734e+04,3.70532488e+03,5.03879515e+03,4.51447525e+03,5.30177991e+03,1.01579851e+04,3.87166391e+04,1.31757029e+05,4.12131808e+04,7.53099107e+03,5.52827524e+02,3.63332004e+02,1.53692434e+03,2.00573253e+02,1.40327510e+02,1.18813054e+02,6.14715015e+02,9.35822802e+02,3.42265164e+02,1.88046840e+03,3.72890628e+03,1.20511091e+02,4.98547873e+03,1.06812928e+03,1.41200000e+03,1.03872470e+03,1.04616106e+02,7.58077413e+02,1.46934457e+03,6.40899923e+02,6.34631687e+02,4.09196562e+01,3.57601888e+02,2.17219755e+03,9.76558953e+03,2.91816870e+03,6.00124815e+03,1.87319885e+02,4.52952543e+02,9.70434352e+02,1.25881922e+03,2.26384530e+03,7.75226307e+01,4.07858297e+02,5.44852841e+03,1.22772771e+03,8.84298887e+02,2.38253853e+03,1.15114097e+04,1.28143764e+03,8.83269243e+02,3.61662918e+03,2.30801068e+02,1.53062793e+03,4.38188762e+02,1.92607877e+03,0
5.52594819e+09,4.39941707e+03,9.25682771e+02,5.97452942e+02,8.48405110e+02,1.36707489e+03,2.26991733e+03,5.09323924e+03,1.25899308e+04,1.50289024e+02,8.47230253e+02,7.35119920e+02,5.49021507e+02,3.21564381e+03,1.99083910e+03,1.04154646e+05,4.01073086e+04,9.36754868e+03,3.74315135e+03,9.41240083e+03,3.91121559e+01,3.03360946e+03,1.43530739e+03,4.99405538e+03,3.23904589e+02,1.77183087e+03,9.51613485e+02,2.37222405e+03,2.36578466e+03,4.93315272e+02,3.12601023e+03,7.02431946e+02,2.34000000e+03,1.29318085e+03,1.81377434e+02,1.62376381e+02,1.32602425e+02,5.00412542e+02,2.88279682e+01,6.90971058e+01,8.78192919e+03,8.15812820e+02,2.66492734e+03,9.40542866e+00,5.22255705e+02,5.03931889e+01,4.13128524e+01,1.72820985e+03,6.84691368e+02,1.66107496e+03,4.03297850e+02,5.34555167e+03,4.47058956e+03,2.08043292e+01,2.92230502e+03,3.18411411e+03,1.01602354e+04,1.53958030e+03,1.09128247e+03,4.44131277e+02,2.88228876e+02,3.50926734e+03,1.12091716e+03,3.93428856e+03,0
5.52594819e+09,4.39941707e+03,9.25682771e+02,5.97452942e+02,8.48405110e+02,1.36707489e+03,2.26991733e+03,5.09323924e+03,1.25899308e+04,1.50289024e+02,8.47230253e+02,7.35119920e+02,5.49021507e+02,3.21564381e+03,1.99083910e+03,1.04154646e+05,4.01073086e+04,9.36754868e+03,3.74315135e+03,9.41240083e+03,3.91121559e+01,3.03360946e+03,1.43530739e+03,4.99405538e+03,3.23904589e+02,1.77183087e+03,9.51613485e+02,2.37222405e+03,2.36578466e+03,4.93315272e+02,3.12601023e+03,7.02431946e+02,2.34000000e+03,1.29318085e+03,1.81377434e+02,1.62376381e+02,1.32602425e+02,5.00412542e+02,2.88279682e+01,6.90971058e+01,8.78192919e+03,8.15812820e+02,2.66492734e+03,9.40542866e+00,5.22255705e+02,5.03931889e+01,4.13128524e+01,1.72820985e+03,6.84691368e+02,1.66107496e+03,4.03297850e+02,5.34555167e+03,4.47058956e+03,2.08043292e+01,2.92230502e+03,3.18411411e+03,1.01602354e+04,1.53958030e+03,1.09128247e+03,4.44131277e+02,2.88228876e+02,3.50926734e+03,1.12091716e+03,3.93428856e+03,0
5.52594819e+09,4.39941707e+03,9.25682771e+02,5.97452942e+02,8.48405110e+02,1.36707489e+03,2.26991733e+03,5.09323924e+03,1.25899308e+04,1.50289024e+02,8.47230253e+02,7.35119920e+02,5.49021507e+02,3.21564381e+03,1.99083910e+03,1.04154646e+05,4.01073086e+04,9.36754868e+03,3.74315135e+03,9.41240083e+03,3.91121559e+01,3.03360946e+03,1.43530739e+03,4.99405538e+03,3.23904589e+02,1.77183087e+03,9.51613485e+02,2.37222405e+03,2.36578466e+03,4.93315272e+02,3.12601023e+03,7.02431946e+02,2.34000000e+03,1.29318085e+03,1.81377434e+02,1.62376381e+02,1.32602425e+02,5.00412542e+02,2.88279682e+01,6.90971058e+01,8.78192919e+03,8.15812820e+02,2.66492734e+03,9.40542866e+00,5.22255705e+02,5.03931889e+01,4.13128524e+01,1.72820985e+03,6.84691368e+02,1.66107496e+03,4.03297850e+02,5.34555167e+03,4.47058956e+03,2.08043292e+01,2.92230502e+03,3.18411411e+03,1.01602354e+04,1.53958030e+03,1.09128247e+03,4.44131277e+02,2.88228876e+02,3.50926734e+03,1.12091716e+03,3.93428856e+03,0
5.52594819e+09,4.39941707e+03,9.25682771e+02,5.97452942e+02,8.48405110e+02,1.36707489e+03,2.26991733e+03,5.09323924e+03,1.25899308e+04,1.50289024e+02,8.47230253e+02,7.35119920e+02,5.49021507e+02,3.21564381e+03,1.99083910e+03,1.04154646e+05,4.01073086e+04,9.36754868e+03,3.74315135e+03,9.41240083e+03,3.91121559e+01,3.03360946e+03,1.43530739e+03,4.99405538e+03,3.23904589e+02,1.77183087e+03,9.51613485e+02,2.37222405e+03,2.36578466e+03,4.93315272e+02,3.12601023e+03,7.02431946e+02,2.34000000e+03,1.29318085e+03,1.81377434e+02,1.62376381e+02,1.32602425e+02,5.00412542e+02,2.88279682e+01,6.90971058e+01,8.78192919e+03,8.15812820e+02,2.66492734e+03,9.40542866e+00,5.22255705e+02,5.03931889e+01,4.13128524e+01,1.72820985e+03,6.84691368e+02,1.66107496e+03,4.03297850e+02,5.34555167e+03,4.47058956e+03,2.08043292e+01,2.92230502e+03,3.18411411e+03,1.01602354e+04,1.53958030e+03,1.09128247e+03,4.44131277e+02,2.88228876e+02,3.50926734e+03,1.12091716e+03,3.93428856e+03,0
5.53604509e+09,2.91252099e+03,4.00044515e+03,3.50851828e+03,2.89643396e+02,1.66422271e+03,4.07096853e+02,8.89194241e+03,2.66383934e+04,4.52513011e+03,3.44049680e+03,4.38428098e+02,2.28255773e+03,1.06724077e+04,5.63521316e+03,5.46854705e+04,1.06433681e+05,2.92615971e+04,2.25358655e+03,2.92944973e+03,1.43170623e+02,2.58139080e+02,2.43352715e+03,1.04238553e+03,3.55498178e+03,8.00344913e+02,1.96341625e+02,7.08715568e+03,1.10817734e+03,1.25247608e+03,2.10349941e+03,1.46374442e+03,2.42000000e+03,2.14520714e+03,5.01138171e+02,2.15446814e+03,8.59818210e+02,3.58340122e+03,8.97056577e+02,2.47106161e+03,1.51206956e+04,3.10568702e+03,4.47667161e+03,2.04673795e+03,2.59697923e+03,2.44399842e+03,1.67007087e+02,7.16811724e+01,9.50319405e+02,8.30024995e+01,7.91258877e+02,1.50012219e+03,7.99351290e+02,4.18584080e+03,2.66567205e+01,3.23154539e+03,6.26992929e+03,4.79044464e+03,1.72176248e+03,4.79845684e+03,3.63230218e+03,2.90650325e+03,7.72241778e+02,7.35908358e+02,0
5.53604509e+09,2.91252099e+03,4.00044515e+03,3.50851828e+03,2.89643396e+02,1.66422271e+03,4.07096853e+02,8.89194241e+03,2.66383934e+04,4.52513011e+03,3.44049680e+03,4.38428098e+02,2.28255773e+03,1.06724077e+04,5.63521316e+03,5.46854705e+04,1.06433681e+05,2.92615971e+04,2.25358655e+03,2.92944973e+03,1.43170623e+02,2.58139080e+02,2.43352715e+03,1.04238553e+03,3.55498178e+03,8.00344913e+02,1.96341625e+02,7.08715568e+03,1.10817734e+03,1.25247608e+03,2.10349941e+03,1.46374442e+03,2.42000000e+03,2.14520714e+03,5.01138171e+02,2.15446814e+03,8.59818210e+02,3.58340122e+03,8.97056577e+02,2.47106161e+03,1.51206956e+04,3.10568702e+03,4.47667161e+03,2.04673795e+03,2.59697923e+03,2.44399842e+03,1.67007087e+02,7.16811724e+01,9.50319405e+02,8.30024995e+01,7.91258877e+02,1.50012219e+03,7.99351290e+02,4.18584080e+03,2.66567205e+01,3.23154539e+03,6.26992929e+03,4.79044464e+03,1.72176248e+03,4.79845684e+03,3.63230218e+03,2.90650325e+03,7.72241778e+02,7.35908358e+02,0
5.53604509e+09,2.91252099e+03,4.00044515e+03,3.50851828e+03,2.89643396e+02,1.66422271e+03,4.07096853e+02,8.89194241e+03,2.66383934e+04,4.52513011e+03,3.44049680e+03,4.38428098e+02,2.28255773e+03,1.06724077e+04,5.63521316e+03,5.46854705e+04,1.06433681e+05,2.92615971e+04,2.25358655e+03,2.92944973e+03,1.43170623e+02,2.58139080e+02,2.43352715e+03,1.04238553e+03,3.55498178e+03,8.00344913e+02,1.96341625e+02,7.08715568e+03,1.10817734e+03,1.25247608e+03,2.10349941e+03,1.46374442e+03,2.42000000e+03,2.14520714e+03,5.01138171e+02,2.15446814e+03,8.59818210e+02,3.58340122e+03,8.97056577e+02,2.47106161e+03,1.51206956e+04,3.10568702e+03,4.47667161e+03,2.04673795e+03,2.59697923e+03,2.44399842e+03,1.67007087e+02,7.16811724e+01,9.50319405e+02,8.30024995e+01,7.91258877e+02,1.50012219e+03,7.99351290e+02,4.18584080e+03,2.66567205e+01,3.23154539e+03,6.26992929e+03,4.79044464e+03,1.72176248e+03,4.79845684e+03,3.63230218e+03,2.90650325e+03,7.72241778e+02,7.35908358e+02,0
5.53604509e+09,2.91252099e+03,4.00044515e+03,3.50851828e+03,2.89643396e+02,1.66422271e+03,4.07096853e+02,8.89194241e+03,2.66383934e+04,4.52513011e+03,3.44049680e+03,4.38428098e+02,2.28255773e+03,1.06724077e+04,5.63521316e+03,5.46854705e+04,1.06433681e+05,2.92615971e+04,2.25358655e+03,2.92944973e+03,1.43170623e+02,2.58139080e+02,2.43352715e+03,1.04238553e+03,3.55498178e+03,8.00344913e+02,1.96341625e+02,7.08715568e+03,1.10817734e+03,1.25247608e+03,2.10349941e+03,1.46374442e+03,2.42000000e+03,2.14520714e+03,5.01138171e+02,2.15446814e+03,8.59818210e+02,3.58340122e+03,8.97056577e+02,2.47106161e+03,1.51206956e+04,3.10568702e+03,4.47667161e+03,2.04673795e+03,2.59697923e+03,2.44399842e+03,1.67007087e+02,7.16811724e+01,9.50319405e+02,8.30024995e+01,7.91258877e+02,1.50012219e+03,7.99351290e+02,4.18584080e+03,2.66567205e+01,3.23154539e+03,6.26992929e+03,4.79044464e+03,1.72176248e+03,4.79845684e+03,3.63230218e+03,2.90650325e+03,7.72241778e+02,7.35908358e+02,0
5.52889217e+09,8.08392090e+02,6.72082028e+01,1.33429152e+03,4.01319628e+03,2.67192789e+02,6.72273042e+02,4.03960657e+02,3.76380777e+04,2.95899235e+03,9.86440028e+02,7.18683795e+03,2.53308154e+03,2.28441110e+03,4.37508630e+03,1.36741626e+04,1.64189842e+05,1.71900444e+04,1.68284534e+03,2.23132750e+03,2.28129355e+02,2.02435125e+03,8.34888618e+02,5.41220086e+02,1.03620219e+03,1.99499079e+02,2.38123610e+02,2.71320009e+02,6.77638627e+02,6.31187340e+02,9.98989947e+02,2.35909989e+03,2.44000000e+02,6.43256370e+02,4.97685364e+02,9.54099078e+02,3.97689624e+03,4.63212793e+01,4.14752554e+02,2.56302533e+02,3.79886335e+03,3.98240983e+03,7.48944574e+03,2.29750333e+02,1.80774916e+03,1.63708681e+02,3.22869947e+02,1.04584674e+03,9.01575382e+01,3.55970532e+03,1.82940816e+03,1.89833595e+02,8.68245120e+03,4.17626942e+03,1.62337984e+03,1.55191762e+04,2.24685676e+03,7.32239728e+01,2.51543826e+03,1.05478603e+04,3.90485760e+03,7.00459230e+01,4.75165038e+02,1.07189970e+03,0
5.52889217e+09,8.08392090e+02,6.72082028e+01,1.33429152e+03,4.01319628e+03,2.67192789e+02,6.72273042e+02,4.03960657e+02,3.76380777e+04,2.95899235e+03,9.86440028e+02,7.18683795e+03,2.53308154e+03,2.28441110e+03,4.37508630e+03,1.36741626e+04,1.64189842e+05,1.71900444e+04,1.68284534e+03,2.23132750e+03,2.28129355e+02,2.02435125e+03,8.34888618e+02,5.41220086e+02,1.03620219e+03,1.99499079e+02,2.38123610e+02,2.71320009e+02,6.77638627e+02,6.31187340e+02,9.98989947e+02,2.35909989e+03,2.44000000e+02,6.43256370e+02,4.97685364e+02,9.54099078e+02,3.97689624e+03,4.63212793e+01,4.14752554e+02,2.56302533e+02,3.79886335e+03,3.98240983e+03,7.48944574e+03,2.29750333e+02,1.80774916e+03,1.63708681e+02,3.22869947e+02,1.04584674e+03,9.01575382e+01,3.55970532e+03,1.82940816e+03,1.89833595e+02,8.68245120e+03,4.17626942e+03,1.62337984e+03,1.55191762e+04,2.24685676e+03,7.32239728e+01,2.51543826e+03,1.05478603e+04,3.90485760e+03,7.00459230e+01,4.75165038e+02,1.07189970e+03,0
5.52889217e+09,8.08392090e+02,6.72082028e+01,1.33429152e+03,4.01319628e+03,2.67192789e+02,6.72273042e+02,4.03960657e+02,3.76380777e+04,2.95899235e+03,9.86440028e+02,7.18683795e+03,2.53308154e+03,2.28441110e+03,4.37508630e+03,1.36741626e+04,1.64189842e+05,1.71900444e+04,1.68284534e+03,2.23132750e+03,2.28129355e+02,2.02435125e+03,8.34888618e+02,5.41220086e+02,1.03620219e+03,1.99499079e+02,2.38123610e+02,2.71320009e+02,6.77638627e+02,6.31187340e+02,9.98989947e+02,2.35909989e+03,2.44000000e+02,6.43256370e+02,4.97685364e+02,9.54099078e+02,3.97689624e+03,4.63212793e+01,4.14752554e+02,2.56302533e+02,3.79886335e+03,3.98240983e+03,7.48944574e+03,2.29750333e+02,1.80774916e+03,1.63708681e+02,3.22869947e+02,1.04584674e+03,9.01575382e+01,3.55970532e+03,1.82940816e+03,1.89833595e+02,8.68245120e+03,4.17626942e+03,1.62337984e+03,1.55191762e+04,2.24685676e+03,7.32239728e+01,2.51543826e+03,1.05478603e+04,3.90485760e+03,7.00459230e+01,4.75165038e+02,1.07189970e+03,0
5.52889217e+09,8.08392090e+02,6.72082028e+01,1.33429152e+03,4.01319628e+03,2.67192789e+02,6.72273042e+02,4.03960657e+02,3.76380777e+04,2.95899235e+03,9.86440028e+02,7.18683795e+03,2.53308154e+03,2.28441110e+03,4.37508630e+03,1.36741626e+04,1.64189842e+05,1.71900444e+04,1.68284534e+03,2.23132750e+03,2.28129355e+02,2.02435125e+03,8.34888618e+02,5.41220086e+02,1.03620219e+03,1.99499079e+02,2.38123610e+02,2.71320009e+02,6.77638627e+02,6.31187340e+02,9.98989947e+02,2.35909989e+03,2.44000000e+02,6.43256370e+02,4.97685364e+02,9.54099078e+02,3.97689624e+03,4.63212793e+01,4.14752554e+02,2.56302533e+02,3.79886335e+03,3.98240983e+03,7.48944574e+03,2.29750333e+02,1.80774916e+03,1.63708681e+02,3.22869947e+02,1.04584674e+03,9.01575382e+01,3.55970532e+03,1.82940816e+03,1.89833595e+02,8.68245120e+03,4.17626942e+03,1.62337984e+03,1.55191762e+04,2.24685676e+03,7.32239728e+01,2.51543826e+03,1.05478603e+04,3.90485760e+03,7.00459230e+01,4.75165038e+02,1.07189970e+03,0
5.52931280e+09,6.64334479e+03,1.07242370e+02,2.08542613e+02,3.51569993e+03,9.74274787e+02,2.81522906e+03,1.09221835e+04,5.17993160e+03,3.12560970e+03,1.52008777e+03,1.43444482e+04,1.44231195e+03,2.62480590e+03,6.97013452e+03,1.64331602e+05,1.57194531e+03,4.26417514e+03,9.82551147e+02,3.33461789e+03,7.48243152e+03,1.56478064e+03,1.04421777e+03,1.28980074e+03,3.27663797e+02,3.22819483e+02,4.29398213e+03,3.05411538e+02,1.55823595e+03,5.10878057e+03,2.78613440e+03,6.51150841e+03,1.48000000e+02,8.95726751e+02,1.76076486e+03,2.19075459e+02,1.72940748e+02,4.23358867e+02,8.56224454e+02,1.05902503e+03,5.67355123e+03,5.49160487e+03,6.23679242e+03,1.36592400e+03,4.70791686e+03,2.04845395e+02,3.70055376e+02,5.75421428e+01,5.48054690e+02,1.09490408e+03,1.98179197e+03,1.14258796e+03,5.10631340e+03,1.85192945e+03,2.95711006e+03,4.87067054e+03,2.60508534e+04,4.54702491e+03,3.39138442e+02,1.88360159e+03,4.62214963e+03,1.07805364e+03,2.16254324e+03,3.04141974e+03,0
5.52931280e+09,6.64334479e+03,1.07242370e+02,2.08542613e+02,3.51569993e+03,9.74274787e+02,2.81522906e+03,1.09221835e+04,5.17993160e+03,3.12560970e+03,1.52008777e+03,1.43444482e+04,1.44231195e+03,2.62480590e+03,6.97013452e+03,1.64331602e+05,1.57194531e+03,4.26417514e+03,9.82551147e+02,3.33461789e+03,7.48243152e+03,1.56478064e+03,1.04421777e+03,1.28980074e+03,3.27663797e+02,3.22819483e+02,4.29398213e+03,3.05411538e+02,1.55823595e+03,5.10878057e+03,2.78613440e+03,6.51150841e+03,1.48000000e+02,8.95726751e+02,1.76076486e+03,2.19075459e+02,1.72940748e+02,4.23358867e+02,8.56224454e+02,1.05902503e+03,5.67355123e+03,5.49160487e+03,6.23679242e+03,1.36592400e+03,4.70791686e+03,2.04845395e+02,3.70055376e+02,5.75421428e+01,5.48054690e+02,1.09490408e+03,1.98179197e+03,1.14258796e+03,5.10631340e+03,1.85192945e+03,2.95711006e+03,4.87067054e+03,2.60508534e+04,4.54702491e+03,3.39138442e+02,1.88360159e+03,4.62214963e+03,1.07805364e+03,2.16254324e+03,3.04141974e+03,0
5.52931280e+09,6.64334479e+03,1.07242370e+02,2.08542613e+02,3.51569993e+03,9.74274787e+02,2.81522906e+03,1.09221835e+04,5.17993160e+03,3.12560970e+03,1.52008777e+03,1.43444482e+04,1.44231195e+03,2.62480590e+03,6.97013452e+03,1.64331602e+05,1.57194531e+03,4.26417514e+03,9.82551147e+02,3.33461789e+03,7.48243152e+03,1.56478064e+03,1.04421777e+03,1.28980074e+03,3.27663797e+02,3.22819483e+02,4.29398213e+03,3.05411538e+02,1.55823595e+03,5.10878057e+03,2.78613440e+03,6.51150841e+03,1.48000000e+02,8.95726751e+02,1.76076486e+03,2.19075459e+02,1.72940748e+02,4.23358867e+02,8.56224454e+02,1.05902503e+03,5.67355123e+03,5.49160487e+03,6.23679242e+03,1.36592400e+03,4.70791686e+03,2.04845395e+02,3.70055376e+02,5.75421428e+01,5.48054690e+02,1.09490408e+03,1.98179197e+03,1.14258796e+03,5.10631340e+03,1.85192945e+03,2.95711006e+03,4.87067054e+03,2.60508534e+04,4.54702491e+03,3.39138442e+02,1.88360159e+03,4.62214963e+03,1.07805364e+03,2.16254324e+03,3.04141974e+03,0
5.52931280e+09,6.64334479e+03,1.07242370e+02,2.08542613e+02,3.51569993e+03,9.74274787e+02,2.81522906e+03,1.09221835e+04,5.17993160e+03,3.12560970e+03,1.52008777e+03,1.43444482e+04,1.44231195e+03,2.62480590e+03,6.97013452e+03,1.64331602e+05,1.57194531e+03,4.26417514e+03,9.82551147e+02,3.33461789e+03,7.48243152e+03,1.56478064e+03,1.04421777e+03,1.28980074e+03,3.27663797e+02,3.22819483e+02,4.29398213e+03,3.05411538e+02,1.55823595e+03,5.10878057e+03,2.78613440e+03,6.51150841e+03,1.48000000e+02,8.95726751e+02,1.76076486e+03,2.19075459e+02,1.72940748e+02,4.23358867e+02,8.56224454e+02,1.05902503e+03,5.67355123e+03,5.49160487e+03,6.23679242e+03,1.36592400e+03,4.70791686e+03,2.04845395e+02,3.70055376e+02,5.75421428e+01,5.48054690e+02,1.09490408e+03,1.98179197e+03,1.14258796e+03,5.10631340e+03,1.85192945e+03,2.95711006e+03,4.87067054e+03,2.60508534e+04,4.54702491e+03,3.39138442e+02,1.88360159e+03,4.62214963e+03,1.07805364e+03,2.16254324e+03,3.04141974e+03,0
